Table S2. Metadata of 1839 filtered phage genomes.							
UViGs	Viral OTUs	Virulence genes	Isolation Source	Country	Bit Score	E-value	Identities
IMGVR_UViG_3300048006_000539	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	60.8474	7.40868e-06	24.68619247
IMGVR_UViG_3300046389_000728	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	60.8474	7.52949e-06	24.68619247
IMGVR_UViG_3300009106_000581	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300009107_000475	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300008627_001018	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300007759_000626	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300007765_000841	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300008625_001175	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300007755_000534	vOTU_01758134	spvA/B	Environmental;Aquatic;Marine;Coastal	South America	70.8626	5.92195e-09	27.18446602
IMGVR_UViG_3300031658_002814	vOTU_05415690	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300027714_002966	vOTU_04702399	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	50.0618	3.56051e-06	33.33333333
IMGVR_UViG_3300027771_000215	vOTU_01390768	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	50.0618	3.56051e-06	33.33333333
IMGVR_UViG_3300006947_002489	vOTU_01394795	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.16512e-07	35.71428571
IMGVR_UViG_3300027704_002959	vOTU_01394795	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300027704_002525	vOTU_01390768	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	50.0618	3.56051e-06	33.33333333
IMGVR_UViG_3300006193_001690	vOTU_01394795	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.16512e-07	35.71428571
IMGVR_UViG_3300027672_001612	vOTU_01615656	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300006190_000862	vOTU_01391188	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	50.0618	3.64221e-06	33.33333333
IMGVR_UViG_3300027522_000723	vOTU_01390768	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	50.0618	3.56051e-06	33.33333333
IMGVR_UViG_3300006191_000011	vOTU_01392552	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.16512e-07	35.71428571
IMGVR_UViG_3300027668_001596	vOTU_01392552	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300006352_000807	vOTU_01392552	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.16512e-07	35.71428571
IMGVR_UViG_3300027686_000028	vOTU_01392552	iacP	Environmental;Aquatic;Marine;Coastal	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300035442_000835	vOTU_00589965	sitC	Environmental;Aquatic;Marine;Pelagic zone	Antarctic Ocean	125.946	3.06036e-33	77.33333333
IMGVR_UViG_3300031608_001207	vOTU_05415690	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031687_001094	vOTU_02167586	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	50.0618	3.28923e-06	33.78378378
IMGVR_UViG_3300031687_001200	vOTU_01392552	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031612_000980	vOTU_01392357	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031510_001233	vOTU_05415100	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031688_001632	vOTU_01615656	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031647_000996	vOTU_01394795	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031628_000944	vOTU_01392357	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031695_001277	vOTU_05415100	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031689_000676	vOTU_01615656	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031655_000612	vOTU_05260665	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	50.0618	3.56051e-06	33.33333333
IMGVR_UViG_3300031598_001270	vOTU_05512634	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031848_001118	vOTU_05415690	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031703_000809	vOTU_01392357	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031175_000235	vOTU_05415690	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031141_000885	vOTU_01394795	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031705_000984	vOTU_05559978	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	50.0618	3.28923e-06	33.78378378
IMGVR_UViG_3300031167_000865	vOTU_05415100	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031644_000871	vOTU_05415100	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031656_000737	vOTU_05415100	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300031599_001217	vOTU_05415100	iacP	Environmental;Aquatic;Marine;Unclassified	Antarctic Ocean	51.6026	7.00048e-07	35.71428571
IMGVR_UViG_3300016486_000609	vOTU_02990195	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300035698_002343	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300035698_011428	vOTU_05426192	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	96.2857	9.8231e-22	47.05882353
IMGVR_UViG_3300035698_003506	vOTU_06594424	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	97.0561	7.51727e-22	41.52542373
IMGVR_UViG_3300022867_000784	vOTU_04123721	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300023231_000502	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300022851_000329	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300031227_001329	vOTU_01317081	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	93.5893	1.4842e-20	37.81512605
IMGVR_UViG_3300022842_000539	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300022848_000723	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300023240_000994	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300005913_001042	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.70463e-06	37.83783784
IMGVR_UViG_3300007074_001260	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.70463e-06	37.83783784
IMGVR_UViG_3300025425_001421	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300005931_001093	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.70463e-06	37.83783784
IMGVR_UViG_3300025438_001365	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300005914_001299	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.70463e-06	37.83783784
IMGVR_UViG_3300025502_001290	vOTU_01298851	iacP	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	50.0618	2.64332e-06	37.83783784
IMGVR_UViG_3300005935_002175	vOTU_01316053	mgtC	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	93.5893	1.5238e-20	37.81512605
IMGVR_UViG_3300010883_026746	vOTU_02500060	araB	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	68.9366	1.22168e-08	22.63157895
IMGVR_UViG_3300045790_002581	vOTU_07911338	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	52.7582	4.01517e-07	32.46753247
IMGVR_UViG_3300046534_002273	vOTU_08108179	misL	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	80.8777	9.223e-15	51.89873418
IMGVR_UViG_3300046450_001701	vOTU_08071301	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	5.72576e-06	33.78378378
IMGVR_UViG_3300047669_001537	vOTU_04761456	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	5.72576e-06	33.78378378
IMGVR_UViG_3300046532_001993	vOTU_08071301	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	5.72576e-06	33.78378378
IMGVR_UViG_3300046467_000317	vOTU_02146525	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	4.79065e-06	36
IMGVR_UViG_3300009409_000078	vOTU_02146525	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	4.90161e-06	36
IMGVR_UViG_3300009705_002432	vOTU_02288299	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	5.85732e-06	33.78378378
IMGVR_UViG_3300009705_003564	vOTU_02288100	mgtC	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	101.679	9.11295e-23	35.75418994
IMGVR_UViG_3300027801_001463	vOTU_02166284	iacP	Environmental;Aquatic;Marine;Oceanic	Arctic Ocean	49.2914	7.17358e-06	33.33333333
IMGVR_UViG_3300040756_000029	vOTU_00634314	fliC	Environmental;Aquatic;Marine;Gulf	Asia	191.43	5.83869e-49	61.81818182
IMGVR_UViG_3300031977_003560	vOTU_05708210	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300032086_003089	vOTU_03217187	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300031974_002002	vOTU_05705011	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300032087_004203	vOTU_05708210	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300032087_006415	vOTU_05791742	mgtC	Environmental;Aquatic;Marine;Coastal	Asia	95.9005	1.0871e-20	40.6504065
IMGVR_UViG_3300032082_003560	vOTU_05708210	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300031841_003346	vOTU_03217187	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300034407_001567	vOTU_06416223	iacP	Environmental;Aquatic;Marine;Coastal	Asia	51.9878	4.80442e-07	35.82089552
IMGVR_UViG_3300014708_000157	vOTU_02898830	mgtC	Environmental;Aquatic;Marine;Unclassified	Asia	98.5969	1.14025e-21	45.38461538
IMGVR_UViG_3300044236_002933	vOTU_07642950	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044237_004261	vOTU_07633822	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044218_004882	vOTU_07621180	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	99.7525	3.03307e-22	38.05970149
IMGVR_UViG_3300044219_005273	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044227_006733	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044216_006486	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044228_005234	vOTU_07633822	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044228_004873	vOTU_07633822	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044268_006018	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044229_003641	vOTU_07637895	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300049812_005492	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044221_004427	vOTU_07624093	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044269_003655	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044271_003793	vOTU_07637895	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044232_003979	vOTU_07615225	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044233_005776	vOTU_07621180	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	99.7525	3.07177e-22	38.05970149
IMGVR_UViG_3300044272_005523	vOTU_07642950	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300044303_003265	vOTU_07642950	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	3.02869e-22	38.05970149
IMGVR_UViG_3300046127_000034	vOTU_00658178	fliC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	149.828	7.62355e-35	50.95541401
IMGVR_UViG_3300002919_000013	vOTU_01011519	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	57.7658	2.79057e-09	38.66666667
IMGVR_UViG_3300027685_000019	vOTU_01011519	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	57.7658	2.72374e-09	38.66666667
IMGVR_UViG_3300009622_000006	vOTU_02253749	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	57.7658	2.79057e-09	38.66666667
IMGVR_UViG_3300042149_000044	vOTU_00303660	fliC	Environmental;Aquatic;Marine;Unclassified	Atlantic Ocean	152.91	3.24478e-39	43.97905759
IMGVR_UViG_3300006692_000010	vOTU_00314039	fliC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	224.557	4.08914e-61	63.33333333
IMGVR_UViG_3300006709_000009	vOTU_00314138	fliC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	187.193	1.4831e-47	60
IMGVR_UViG_3300021934_000071	vOTU_00478845	mgtB	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	216.853	1.23764e-54	26.16707617
IMGVR_UViG_3300021899_000033	vOTU_00477690	mgtB	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	230.335	1.70906e-59	26.84210526
IMGVR_UViG_3300009790_000865	vOTU_02239397	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	49.2914	6.13849e-06	34.32835821
IMGVR_UViG_3300009790_001806	vOTU_02316822	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	50.0618	3.51091e-06	40.84507042
IMGVR_UViG_3300009593_002280	vOTU_02238017	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	48.521	9.90704e-06	35.82089552
IMGVR_UViG_3300009593_001017	vOTU_02239397	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	49.2914	6.13849e-06	34.32835821
IMGVR_UViG_3300009593_000433	vOTU_02238035	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	48.521	9.38261e-06	34.32835821
IMGVR_UViG_3300009593_002578	vOTU_02240371	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	50.0618	3.51091e-06	40.84507042
IMGVR_UViG_3300027906_002549	vOTU_02238017	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	48.521	9.07163e-06	35.82089552
IMGVR_UViG_3300027906_000658	vOTU_02239397	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	49.2914	5.99944e-06	34.32835821
IMGVR_UViG_3300027906_000600	vOTU_02319247	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	48.9062	8.13641e-06	34.32835821
IMGVR_UViG_3300027906_001844	vOTU_04800299	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	50.0618	3.43152e-06	40.84507042
IMGVR_UViG_3300012953_000032	vOTU_02715538	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	51.6026	6.96873e-07	32.8358209
IMGVR_UViG_3300012953_007152	vOTU_02721109	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.138	2.84685e-22	36.01895735
IMGVR_UViG_3300012953_006606	vOTU_02715771	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.523	1.86616e-22	44.09448819
IMGVR_UViG_3300012953_006593	vOTU_02714661	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.523	2.05222e-22	35.07109005
IMGVR_UViG_3300012953_000013	vOTU_02720025	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	103.219	1.97692e-23	38.63636364
IMGVR_UViG_3300012952_003181	vOTU_02710829	iacP	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	49.2914	4.6314e-06	35.82089552
IMGVR_UViG_3300012952_004048	vOTU_02712263	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	105.916	2.1602e-24	36.61971831
IMGVR_UViG_3300012952_003626	vOTU_02711950	mgtC	Environmental;Aquatic;Marine;Oceanic	Atlantic Ocean	100.908	1.77275e-22	36.99421965
IMGVR_UViG_3300017066_000050	vOTU_00428727	araB	Environmental;Aquatic;Marine;Unclassified	Asia	60.8474	4.72139e-06	25.25252525
IMGVR_UViG_3300010934_000131	vOTU_02569986	fliC	Environmental;Aquatic;Unclassified;Unclassified	Europe	94.3597	5.58344e-18	56.62650602
IMGVR_UViG_3300032755_000239	vOTU_00577986	mgtB	Environmental;Aquatic;Marine;Fjord	Europe	239.965	2.99611e-62	29.13165266
IMGVR_UViG_3300009788_003983	vOTU_02311427	mgtC	Environmental;Aquatic;Marine;Oceanic	Indian Ocean	96.2857	2.89327e-21	45.2173913
IMGVR_UViG_3300009788_002992	vOTU_02313153	mgtC	Environmental;Aquatic;Marine;Oceanic	Indian Ocean	94.7449	1.49462e-20	44.34782609
IMGVR_UViG_3300009488_001905	vOTU_02196031	fliC	Environmental;Aquatic;Marine;Oceanic	Indian Ocean	99.3673	2.83804e-19	55.43478261
IMGVR_UViG_3300024432_001332	vOTU_04301512	fliC	Environmental;Aquatic;Marine;Oceanic	Indian Ocean	99.3673	2.79787e-19	55.43478261
IMGVR_UViG_3300036650_000309	vOTU_00589965	sitC	Environmental;Aquatic;Marine;Pelagic zone	Indian Ocean	159.844	3.01213e-46	76
IMGVR_UViG_3300009445_000510	vOTU_02184520	iacP	Environmental;Aquatic;Marine;Epipelagic	Atlantic Ocean	49.2914	4.52631e-06	32.8358209
IMGVR_UViG_3300025869_000280	vOTU_02214378	iacP	Environmental;Aquatic;Marine;Epipelagic	Atlantic Ocean	49.6766	3.88188e-06	34.32835821
IMGVR_UViG_3300025881_000872	vOTU_02184520	iacP	Environmental;Aquatic;Marine;Epipelagic	Atlantic Ocean	49.6766	3.88188e-06	34.32835821
IMGVR_UViG_3300001346_000307	vOTU_00805590	misL	Environmental;Aquatic;Marine;Neritic zone	Atlantic Ocean	68.1662	4.58363e-08	61.11111111
IMGVR_UViG_3300025897_001273	vOTU_00818801	iacP	Environmental;Aquatic;Marine;Neritic zone	Atlantic Ocean	49.2914	4.42351e-06	32.8358209
IMGVR_UViG_3300025876_002034	vOTU_02180728	sitC	Environmental;Aquatic;Marine;Neritic zone	Atlantic Ocean	109.768	2.43424e-25	33.02752294
IMGVR_UViG_3300001355_001212	vOTU_00818801	iacP	Environmental;Aquatic;Marine;Neritic zone	Atlantic Ocean	49.6766	3.97219e-06	34.32835821
IMGVR_UViG_3300025890_001640	vOTU_02214378	iacP	Environmental;Aquatic;Marine;Neritic zone	Atlantic Ocean	49.6766	3.88188e-06	34.32835821
IMGVR_UViG_3300005430_000385	vOTU_01168742	iacP	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	50.0618	2.43718e-06	36.76470588
IMGVR_UViG_3300026257_000330	vOTU_02238017	iacP	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	50.0618	2.38157e-06	36.76470588
IMGVR_UViG_3300000256_000231	vOTU_00744205	iacP	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	50.447	3.08507e-06	33.8028169
IMGVR_UViG_3300032278_001504	vOTU_05930455	iacP	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	60.077	3.42443e-10	39.47368421
IMGVR_UViG_3300032820_000002	vOTU_00374288	iacP	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	50.8322	1.99015e-06	35.80246914
IMGVR_UViG_3300035194_000012	vOTU_06481050	iacP	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	61.2326	1.13668e-10	41.89189189
